ID	Ontology Source	Term	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni step down	Group PValue	Group PValue Corrected with Bonferroni step down	Associated Genes Found	All Associated Genes	OverViewTerm
GO:0010595	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	positive regulation of endothelial cell migration	[5, 6, 7, 8]	[Group09]	5	4.237288	0.010958829386447155	0.08767063509157724	{Group09=0.004991665833511407}	{Group09=0.02994999500106844}	[FLT4, HDAC9, PIK3CD, PRKD2, RHOJ]	[AAMP, ABL1, ADAM17, ADGRA2, AGT, AGXT, AKT1, AKT3, ANGPT1, ANGPT4, ANXA1, ANXA3, ATOH8, ATP5F1A, ATP5F1B, BCAR1, BCAS3, BMP4, BMPR2, CALR, CCBE1, CD40, CIB1, CLSTN1, DAND5, EDN1, EGF, EMC10, ETS1, FGF1, FGF13, FGF16, FGF18, FGF2, FGFBP1, FGFR1, FLT4, FOXC2, FOXP1, FUT1, GATA2, GATA3, GFUS, GNPDA1, GPI, GPLD1, GRN, HDAC7, HDAC9, HIF1A, HMGB1, HMOX1, HSPB1, ITGB1BP1, ITGB3, JCAD, KDR, LGMN, MAP2K3, MAP3K3, MAPK14, MET, NANOS3, NELL1, NELL2, NFE2L2, NOS3, NRP1, NRP2, NUS1, NUS1P3, P2RX4, PDCD6, PDGFB, PDPK1, PIK3C2A, PIK3CB, PIK3CD, PIK3CG, PLCG1, PLK2, PLPP3, PRKCA, PRKD1, PRKD2, PROX1, PSG1, PTGS2, PTK2B, RAC1, RHOB, RHOJ, RIN2, RNASE1, RNMT, ROCK2, RRAS, SASH1, SCARB1, SEMA5A, SIRT1, SMOC2, SP1, SPARC, SRPX2, STAT5A, TDGF1, TDGF1P3, TEK, TGFB1, THBS1, TMSB4X, VEGFA, VEGFC, WNT5A, WNT7A, ZC3H12A, ZNF580]	FALSE
GO:0031058	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	positive regulation of histone modification	[6, 7, 8]	[Group07, Group10, Group11]	5	4.2735043	0.01058912385986528	0.09530211473878752	{Group07=3.5598613645498837E-6, Group10=0.0031053528235105736, Group11=4.977311659169233E-4}	{Group07=4.627819773914849E-5, Group10=0.02484282258808459, Group11=0.005475042825086156}	[CTBP1, DNMT1, ING2, KDM1A, PRKD2]	[AKAP8, AKAP8L, APLNR, ARID5A, ARRB1, ATM, AUTS2, AUTS8, BAZ1B, BCL6, BRCA1, BRD4, BRD7, C6orf89, CHTOP, CTBP1, CTNNB1, CTR9, DDX21, DDX56, DEK, DMRTC2, DNMT1, DNMT3B, ERCC6, FAM47E, FAM47E-STBD1, FOXP3, GATA3, GCG, GLYR1, H1-5, HCFC1, IL1B, ING2, ING3, INGX, INSL6, ISL1, JARID2, JDP2, KANSL1, KANSL2, KANSL3, KAT2A, KAT7, KAT8, KDM1A, KMT2A, KMT2E, KPNA7, LIF, LMNA, LRIF1, LRRK2, MAPK3, MCRS1, MECP2, MTF2, MUC1, MYB, MYBBP1A, NANOS1, NAP1L2, NELFA, NELFE, NIPBL, NOS1, NSD3, OGT, PAF1, PAXBP1, PAXIP1, PEX2, PHF1, PHF19, PHF20, PIH1D1, PINK1, PIWIL2, PPARGC1A, PRDM12, PRDM9, PRKD1, PRKD2, RIF1, RNF20, RPS6KA4, RPS6KA5, RRP8, RTF1, RUVBL2, SAP30BP, SART3, SDR16C5, SF3B1, SIRT1, SMAD4, SMARCA5, SMARCB1, SNAI2, SNW1, SPHK2, SREBF1, SUV39H1, TADA2A, TADA2B, TET1, TGFB1, TP53, UBE2N, VEGFA, WBP2, WDR5, WDR61, ZBTB7B, ZNF304]	FALSE
GO:0031065	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	positive regulation of histone deacetylation	[7, 8, 9, 10]	[Group10]	3	11.538462	0.0030478766234415134	0.0670532857157133	{Group10=0.0031053528235105736}	{Group10=0.02484282258808459}	[CTBP1, ING2, PRKD2]	[AKAP8, AKAP8L, APLNR, BCL6, C6orf89, CTBP1, ING2, ING3, INGX, JDP2, LRRK2, NIPBL, PINK1, PRKD1, PRKD2, RRP8, SAP30BP, SDR16C5, SIRT1, SMARCA5, SREBF1, SUV39H1, TGFB1, TP53, VEGFA, ZBTB7B]	TRUE
GO:0031398	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	positive regulation of protein ubiquitination	[7, 8, 9, 10]	[Group08]	6	4.83871	0.002863339338609187	0.06872014412662049	{Group08=0.0013179511424048062}	{Group08=0.011861560281643256}	[BTRC, DCUN1D2, DCUN1D5, KDM1A, NPM1, TICAM1]	[AIMP2, AMER1, ANGPT1, ARRDC3, ARRDC4, AXIN1, BCL10, BIRC2, BIRC3, BIRC7, BIRC8, BMI1, BRCA1, BTRC, CAV1, CBLB, CDC14B, CDC20, CDC20B, CDK5RAP3, CENPS, CENPS-CORT, CENPX, CHFR, COMMD1, COMMD3-BMI1, CRY1, CUL3, DCUN1D1, DCUN1D2, DCUN1D3, DCUN1D4, DCUN1D5, DDX3X, DERL1, FAM107A, FANCI, FANCM, FBXO33, FBXO4, FBXW7, FKBP1A, FZR1, GABARAP, GSK3A, HDAC3, HSPA5, HSPBP1, HUWE1, INAVA, KDM1A, KLHL40, LAPTM5, LRRK2, MAGEA2, MAGEC2, MALT1, MAPK9, MARCHF7, MASTL, MTA1, MYCBP2, MYO1C, NDFIP1, NDFIP2, NHLRC1, NMI, NOD2, NPM1, NSMCE3, PAXIP1, PDCD6, PDZD2, PEF1, PELI1, PHF23, PIN1, PINK1, PLK1, PRICKLE1, PRKN, PSMD10, PTEN, PTPN22, PTTG1IP, RASSF3, RASSF5, RBX1, RCHY1, RIPK2, RNF111, RNF180, RNF40, RPS2, SENP2, SEPTIN4, SKP1, SKP2, SMAD7, SPHK1, SPRTN, SPSB4, STUB1, SUMO1, TBC1D7, TICAM1, TOPORS, TRAF6, TRIB3, TSPYL5, UBB, UBE2C, UBE2D1, UBE2L3, UBE2N, UBE2S, UBE2V1, UBE2V2, UBE3A, UBQLN1, WBP1L, WFS1, XIAP, ZNF367]	TRUE
GO:0031497	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	chromatin assembly	[5, 7]	[Group07, Group12]	13	5.882353	1.4557717164072018E-6	4.949623835784486E-5	{Group07=3.5598613645498837E-6, Group12=1.2929100297389888E-5}	{Group07=4.627819773914849E-5, Group12=1.5514920356867867E-4}	[CTBP1, DNMT1, H1-10, H4C2, H4C3, H4C5, H4C8, HIRA, KDM1A, MCM7, NPM1, PARD3, POLE3]	[AICDA, ANP32B, APOBEC1, ASF1A, ASF1B, ASIP, ATF7IP, ATF7IP2, ATRX, AXIN1, BAHD1, BAZ1A, BAZ2A, BEND3, BRD2, CABIN1, CBX3, CDAN1, CDK2, CENPP, CENPV, CENPW, CHAF1A, CHAF1B, CHRAC1, CTBP1, CTCF, CTR9, DAXX, DNAJC9, DNMT1, DNMT3A, DNMT3L, DOT1L, DPEP2, DPEP3, DPPA3, DPPA3P2, EZH1, EZH2, FAM172A, FAM172BP, GRWD1, H1-0, H1-1, H1-10, H1-2, H1-3, H1-4, H1-5, H1-6, H1-8, H1-9P, H2AB1, H2AB2, H2AB3, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC12L, H2BC13, H2BC14, H2BC15, H2BC17, H2BC18, H2BC19P, H2BC20P, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BK1, H2BU1, H2BW1, H2BW2, H3-3A, H3-3B, H3-4, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C7, H4C8, H4C9, HAT1, HDAC1, HDAC5, HELLS, HIRA, HJURP, HMGA2, HMGB1, HMGB2, HP1BP3, INSL6, IPO4, ITGB3BP, KAT6A, KAT6B, KDM1A, KMT2D, L3MBTL1, L3MBTL3, LMNA, LMNB1, LMNB2, LMNTD2, LRIF1, M1AP, MACROH2A1, MACROH2A2, MBD2, MBD3, MCM2, MCM7, MECP2, MIS18A, MORC2, MPHOSPH8, NAA60, NAP1L1, NAP1L2, NAP1L3, NAP1L4, NAP1L5, NAP1L6P, NASP, NDN, NOC2L, NPM1, OIP5, PADI4, PARD3, PARP10, PHF1, PHF2, PHF8, PIK3CA, POLE3, PPHLN1, PPM1D, RB1, RBBP4, RESF1, RIF1, RRP8, RSF1, SAMD1, SART3, SCMH1, SET, SETDB1, SETDB2, SETSIP, SHPRH, SIN3A, SIRT1, SIRT2, SIRT6, SMARCA5, SMCHD1, SMYD3, SOX9, SPTY2D1, SSRP1, SUPT16H, SUV39H1, TASOR, TET1, TNP1, TP53, TPR, TRIM28, TSPY1, TSPY10, TSPY2, TSPY26P, TSPY3, TSPY4, TSPY8, TSPY9, TSPYL1, TSPYL2, TSPYL4, TSPYL5, TSPYL6, UBN1, UBN2, UBR2, ZDBF2, ZNF304, ZNF445, ZNFX1]	TRUE
GO:0031507	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	heterochromatin assembly	[6, 7, 8, 9]	[Group07, Group10, Group12]	5	5.681818	0.003215977990181686	0.06753553779381541	{Group07=3.5598613645498837E-6, Group10=0.0031053528235105736, Group12=1.2929100297389888E-5}	{Group07=4.627819773914849E-5, Group10=0.02484282258808459, Group12=1.5514920356867867E-4}	[CTBP1, DNMT1, KDM1A, PARD3, POLE3]	[AICDA, APOBEC1, ASIP, ATF7IP, ATF7IP2, AXIN1, BAHD1, BAZ1A, BAZ2A, BEND3, CBX3, CDK2, CENPV, CTBP1, CTCF, CTR9, DNMT1, DNMT3A, DNMT3L, DOT1L, DPEP2, DPEP3, DPPA3, DPPA3P2, EZH1, EZH2, FAM172A, FAM172BP, H1-0, H1-9P, H3-3A, H3-3B, HAT1, HDAC1, HDAC5, HELLS, HMGA2, HMGB1, INSL6, KDM1A, KMT2D, L3MBTL1, L3MBTL3, LMNA, LMNB1, LMNB2, LRIF1, MACROH2A1, MBD2, MBD3, MECP2, MORC2, MPHOSPH8, NDN, PARD3, PHF1, PHF2, PHF8, PIK3CA, POLE3, PPHLN1, PPM1D, RB1, RESF1, RIF1, RRP8, SAMD1, SCMH1, SETDB1, SETDB2, SIN3A, SIRT1, SIRT2, SIRT6, SMARCA5, SMCHD1, SPTY2D1, SUV39H1, TASOR, TET1, TNP1, TPR, TRIM28, UBR2, ZDBF2, ZNF304, ZNF445, ZNFX1]	FALSE
GO:0031624	GO_MolecularFunction-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	ubiquitin conjugating enzyme binding	[5]	[Group08]	3	9.67742	0.0050556672635127	0.0859463434797159	{Group08=0.0013179511424048062}	{Group08=0.011861560281643256}	[DCUN1D2, DCUN1D5, RNF217]	[ANKIB1, ARIH1, ARIH2, AUP1, DCUN1D1, DCUN1D2, DCUN1D3, DCUN1D4, DCUN1D5, FOXL2, MARCHF6, MARCHF7, PPARA, PRKN, RNF125, RNF14, RNF144A, RNF144B, RNF180, RNF19A, RNF19B, RNF217, RNF40, SIAH1, SIAH2, SIAH3, TOLLIP, TRAF6, TRIM72, UBE3D, ZMYM2]	FALSE
GO:0034502	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	protein localization to chromosome	[6]	[Group12]	6	4.8	0.0029799711533855812	0.06853933652786837	{Group12=1.2929100297389888E-5}	{Group12=1.5514920356867867E-4}	[H4C2, H4C3, H4C5, H4C8, SMC5, STAG3]	[ACD, ANTXR1, ATR, ATRX, AURKB, BOD1, BRCA2, BUB1B, BUB3, CCT2, CCT3, CCT4, CCT5, CCT6A, CCT7, CCT8, CDCA5, CDK1, CDK9, CDT1, CENPA, CENPQ, CHAMP1, CHMP7, CTCF, DKC1, ESCO2, ESR1, EZH2, FAM47E, FAM47E-STBD1, GNL3, GNL3L, H1-5, H2AC4, H2AC8, H2BC11, H3-3A, H3-3B, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HASPIN, HDAC8, IFFO1, IK, JARID2, KCNN4, KNL1, KNTC1, LEMD2, LRWD1, MACROH2A1, MACROH2A2, MAU2, MCM8, MCM9, MIS12, MMAB, MRNIP, MSH2, MTBP, NABP2, NDC80, NIPBL, PARP3, PIH1D1, PINX1, PLK1, POLR1A, POLR1B, POT1, PPHLN1, RAD21, RB1, RCC2, RPA1, RPA2, RUVBL2, SERPINA2, SETD2, SGF29, SIRT6, SLF1, SLF2, SMC5, SPDL1, SPI1, SPIDR, SPO11, STAG3, TASOR, TCP1, TERF1, TERF2, TERF2IP, TERT, TINF2, TNKS, TNKS2, TPP1, TRAPPC12, TTK, VCP, VCPIP1, VRK1, WAPL, WBP2, WRAP53, XRCC4, XRCC5, ZNF827, ZW10, ZWILCH]	FALSE
GO:0034728	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	nucleosome organization	[6, 8]	[Group12]	10	5.780347	2.81654059448171E-5	9.294583961789643E-4	{Group12=1.2929100297389888E-5}	{Group12=1.5514920356867867E-4}	[ANP32E, H1-10, H4C2, H4C3, H4C5, H4C8, MCM7, NPM1, POLE3, RUVBL1]	[ACTL6A, ACTR6, ANP32B, ANP32E, ARID1A, ARID2, ASF1A, ASF1B, ATRX, BAZ1A, BRD2, BRDT, CENPP, CENPW, CHAF1A, CHAF1B, CHD1, CHD2, CHD5, CHD6, CHRAC1, DAXX, DMAP1, DNAJC9, DSCAM, FSHR, GET1, GRWD1, H1-0, H1-1, H1-10, H1-2, H1-3, H1-4, H1-5, H1-6, H1-8, H1-9P, H2AB1, H2AB2, H2AB3, H2AW, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC12L, H2BC13, H2BC14, H2BC15, H2BC17, H2BC18, H2BC19P, H2BC20P, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BK1, H2BU1, H2BW1, H2BW2, H3-3A, H3-3B, H3-4, H3C1, H3C10, H3C11, H3C12, H3C13, H3C14, H3C15, H3C2, H3C3, H3C4, H3C6, H3C7, H3C8, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C7, H4C8, H4C9, HJURP, HMGA1, HMGB2, HP1BP3, ITGB3BP, KALRN, KAT5, KAT6A, KAT6B, LIN54, MACROH2A1, MACROH2A2, MCM2, MCM3AP, MCM7, MIS18A, NAA60, NAP1L1, NAP1L2, NAP1L3, NAP1L4, NAP1L5, NAP1L6P, NASP, NFE2, NPM1, OIP5, PADI4, PIWIL1, POLE3, PSME4, RNF8, RSF1, RUVBL1, RUVBL2, SART3, SET, SETD2, SETSIP, SHPRH, SMARCA4, SMARCA5, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1, SMYD3, SOX9, SPTY2D1, SRCAP, SSRP1, SUPT16H, SUPT6H, SYCP3, TNP1, TNP2, TSPY1, TSPY10, TSPY2, TSPY26P, TSPY3, TSPY4, TSPY8, TSPY9, TSPYL1, TSPYL2, TSPYL4, TSPYL5, TSPYL6, VPS72, YEATS4, ZNHIT1]	TRUE
GO:0038084	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	vascular endothelial growth factor signaling pathway	[6, 7, 8]	[Group09]	3	5.882353	0.019872105527010634	0.07948842210804254	{Group09=0.004991665833511407}	{Group09=0.02994999500106844}	[FLT4, PIK3CD, PRKD2]	[ADAMTS3, ADGRA2, CADM4, CCBE1, CD63, CLSTN1, DAB2IP, DCN, DLL1, FBXW7-AS1, FLT1, FLT3, FLT4, FOXC1, GAB1, HRG, HSPB1, IL12A, IL12B, JCAD, KDR, MYO1C, MYO1E, NELL1, NELL2, NRG1, NRP1, NRP2, NUS1, NUS1P3, PDGFRA, PDGFRB, PGF, PIGU, PIK3CA, PIK3CB, PIK3CD, PRKD1, PRKD2, PTP4A3, ROBO1, SEMA6A, SMOC2, SORD, SPRY2, TSPAN12, VEGFA, VEGFB, VEGFC, VEGFD, XDH]	FALSE
GO:0042771	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	[6, 7, 8]	[Group10, Group11]	3	5.882353	0.019872105527010634	0.07948842210804254	{Group10=0.0031053528235105736, Group11=4.977311659169233E-4}	{Group10=0.02484282258808459, Group11=0.005475042825086156}	[ATAD5, ING2, KDM1A]	[AEN, AMH, ATAD5, BAG6, BBC3, BCL2, BCL2L12, BCL3, BRCA2, CD44, CD74, CDIP1, CDKN1A, CHEK2, DDIT4, DYRK2, ELL3, EP300, HIPK1, HIPK2, HNRNPK, IFI16, ING2, ING3, INGX, KDM1A, MARCHF7, MIF, MSH2, MUC1, NUPR1, PHLDA3, PML, PYCARD, RPL26, RPS27L, S100A8, S100A9, SHISA5, SIRT1, SNW1, TAF9, TAF9B, TMEM109, TOPORS, TP53, TP63, TP73, TRIAP1, USP28, ZNF385A]	FALSE
GO:0043505	GO_CellularComponent-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	CENP-A containing nucleosome	[4, 5, 6, 8, 9, 10]	[Group12]	4	22.222221	4.274785085139221E-5	0.0013251833763931584	{Group12=1.2929100297389888E-5}	{Group12=1.5514920356867867E-4}	[H4C2, H4C3, H4C5, H4C8]	[CENPA, H2AC4, H2AC8, H2BC11, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9]	FALSE
GO:0043535	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	regulation of blood vessel endothelial cell migration	[5, 6, 7, 8]	[Group09]	5	5.1546392	0.004876879816082267	0.0877838366894808	{Group09=0.004991665833511407}	{Group09=0.02994999500106844}	[HDAC9, JUP, PRKD2, RHOJ, SH3BP1]	[ABL1, ACVRL1, ADAM17, AGTR2, AKT1, AKT3, ANGPT1, ANGPT2, ANGPT4, ANXA1, APOE, ATP2B4, ATP5F1A, ATP5F1B, CARD10, CD40, CIB1, CSNK2B, DAND5, DLL4, EFNA1, EPHA2, ETS1, FBXW7, FGF13, FGF18, FGF2, FGFBP1, FGFR1, FOXC2, GADD45A, GATA2, GDF2, HDAC5, HDAC7, HDAC9, HIF1A, HMGB1, HMOX1, HRG, HSPB1, ITGB1BP1, JCAD, JUP, KDR, KLF4, MAP2K3, MAP2K5, MAP3K3, MAPK14, MECP2, MEF2C, MEOX2, MMRN2, NANOS3, NELL1, NF1, NFE2L2, NOS3, NOTCH1, NR2E1, NRG1, NRP1, NUS1, NUS1P3, P2RX4, PDCD10, PDGFB, PDPK1, PIK3C2A, PLCG1, PLK2, PPARG, PRCP, PRKCA, PRKD1, PRKD2, PSG1, PTGS2, RGCC, RHOA, RHOJ, SH3BP1, SIRT1, SP1, SPRED1, SRPX2, STARD13, STAT5A, TBXA2R, TGFB1, THBS1, TMSB4X, TNF, VASH1, VEGFA, VEGFC]	FALSE
GO:0043536	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	positive regulation of blood vessel endothelial cell migration	[6, 7, 8, 9]	[Group09]	3	5.084746	0.0290630192307158	0.0581260384614316	{Group09=0.004991665833511407}	{Group09=0.02994999500106844}	[HDAC9, PRKD2, RHOJ]	[ABL1, ADAM17, AKT1, AKT3, ANGPT1, ANGPT4, ANXA1, ATP5F1A, ATP5F1B, CD40, CIB1, DAND5, ETS1, FGF13, FGF18, FGF2, FGFBP1, FGFR1, FOXC2, GATA2, HDAC7, HDAC9, HIF1A, HMGB1, HMOX1, HSPB1, JCAD, KDR, MAP2K3, MAP3K3, MAPK14, NANOS3, NELL1, NFE2L2, NOS3, NRP1, NUS1, NUS1P3, P2RX4, PDGFB, PDPK1, PIK3C2A, PLCG1, PLK2, PRKCA, PRKD1, PRKD2, PSG1, PTGS2, RHOJ, SIRT1, SP1, SRPX2, STAT5A, TGFB1, THBS1, TMSB4X, VEGFA, VEGFC]	TRUE
GO:0045197	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	establishment or maintenance of epithelial cell apical/basal polarity	[5]	[Group03]	4	7.2727275	0.0034386938820795175	0.06877387764159035	{Group03=0.0034386938820795175}	{Group03=0.024070857174556624}	[LIN7A, MSN, PARD3, SH3BP1]	[ANK1, ARF4, CAMSAP3, CDC42, CDX2, CRB1, CRB2, CRB3, DLG1, DLG2, DLG3, DLG4, DLG5, ERBIN, EZR, FAT1, FOXF1, IFT20, ILK, LAMA1, LHX2, LIN7A, LIN7B, LIN7C, LLGL1, LLGL2, LRRC7, MARK2, MPP2, MPP3, MSN, MTCL1, MYO9A, OPHN1, PALS1, PARD3, PARD3B, PARD6A, PATJ, PDCD6IP, PDZD11, PRKCI, PTK7, RAP2A, RHOA, SCRIB, SH3BP1, SLC9A3R1, SYNE4, SYNJ2BP, TCF15, TTC8, WDR1, WNT11, WNT5A]	TRUE
GO:0045309	GO_MolecularFunction-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	protein phosphorylated amino acid binding	[4]	[Group06]	3	5.0	0.030344955135293786	0.030344955135293786	{Group06=9.063454311577788E-4}	{Group06=0.009063454311577788}	[BTRC, LCK, PTPN3]	[ABL1, ABL2, BCAR3, BTRC, CBL, CBLB, CBLC, CRK, CRKL, FBXW7, FGR, GRAP, GRAP2, GRB2, HCK, IRS1, LCK, LDLRAP1, LEO1, MAPK1, MAPK3, NCK2, NEDD4, PCIF1, PDZD2, PFN1, PIK3R1, PIK3R2, PIK3R3, PIN1, PLCG2, PTPN11, PTPN3, PTPN5, PTPN6, RASA1, RTF1, SAMSN1, SCAF4, SCAF8, SH2D3A, SH2D3C, SH3BP2, SHB, SHC1, SHC3, SHD, SHE, SHF, SOCS3, STAP1, SYK, SYNGAP1, UXT, VAV1, VAV2, YES1, YWHAB, YWHAE, ZAP70]	FALSE
GO:0045638	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	negative regulation of myeloid cell differentiation	[4, 5, 6, 7, 8, 9, 10]	[Group12]	5	5.102041	0.005092874274823133	0.08148598839717013	{Group12=1.2929100297389888E-5}	{Group12=1.5514920356867867E-4}	[H4C2, H4C3, H4C5, H4C8, UBASH3B]	[ADIPOQ, APCS, BTF3P11, C1QC, CALCA, CARTPT, CCL3, CDC73, CDK6, CEACAM1, CIB1, CLDN18, CTNNB1, CTR9, CUL4A, DLL1, FBN1, FBXW7, FSTL3, GABPA, GATA2, GPR137, GPR137B, GPR171, GPR55, GPR68, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HMGB3, HOXA5, HOXA7, HOXA9, HOXB8, HSPA9, IAPP, IL4, INHA, INHBA, INPP5D, ITPKB, KLF13, LDB1, LDB2, LEO1, LILRA6, LILRB1, LILRB3, LILRB4, LRRC17, LTF, LYN, MAFB, MEIS1, MEIS2, MYB, MYC, NF1, NFKBIA, PAF1, PEX2, PF4, PIAS3, PIK3R1, PRMT1, PTK2B, PTPN2, RARA, RBM15, SFRP1, STAT5B, TCTA, TLR3, TLR4, TMEM178A, TNFAIP6, TNFRSF11B, TOB2, TRIB1, UBASH3B, WDR61, ZBTB16, ZBTB46, ZFP36, ZFP36L1, ZFPM1, ZNF675]	FALSE
GO:0045737	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	positive regulation of cyclin-dependent protein serine/threonine kinase activity	[4, 5, 6, 7, 8, 9, 10, 11, 12]	[Group05]	3	5.769231	0.020917197910996374	0.06275159373298912	{Group05=0.01212064683561638}	{Group05=0.03636194050684914}	[CCND2, PRKD2, SPDYE14]	[ADAM17, AKT1, CCNB1, CCND1, CCND2, CCND3, CCNK, CCNT1, CCNT2, CCNY, CCNYL1, CCNYL2, CCNYL3, CDC6, CDK5R1, CDK5R2, CDKN1B, CKS1B, CKS2, EGFR, MAPRE3, MNAT1, PDGFB, PKD1, PKD2, PRKD2, PROX1, PSMD10, PSRC1, RGCC, SPDYA, SPDYC, SPDYE1, SPDYE10, SPDYE11, SPDYE12, SPDYE13, SPDYE14, SPDYE15, SPDYE16, SPDYE17, SPDYE2, SPDYE21, SPDYE2B, SPDYE3, SPDYE4, SPDYE5, SPDYE6, SPDYE7P, SPDYE8, SPDYE9, SRC]	TRUE
GO:0051219	GO_MolecularFunction-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	phosphoprotein binding	[3]	[Group06]	6	6.060606	9.063454311577788E-4	0.023564981210102247	{Group06=9.063454311577788E-4}	{Group06=0.009063454311577788}	[BTRC, IGF2R, LCK, PRKD2, PTPN3, UBASH3B]	[ABL1, ABL2, APTX, ARR3, BBS1, BCAR3, BTRC, CBL, CBLB, CBLC, CBX4, CRK, CRKL, DMBT1, DPYS, EPB41, FBXW7, FGR, FKBP4, FKBPL, GPRIN1, GRAP, GRAP2, GRB2, HCK, IGF2R, IRS1, LCK, LDLRAP1, LEO1, LRP11, LYN, MAPK1, MAPK3, MEN1, MID1, MID2, MTOR, NCK2, NEDD4, PAFAH1B1, PCIF1, PDZD2, PFN1, PHF6, PIH1D1, PIK3R1, PIK3R2, PIK3R3, PIN1, PKD2, PLAT, PLCG2, PRKCSH, PRKD2, PTPN11, PTPN3, PTPN5, PTPN6, RASA1, RB1, REXO2, RNF7, RRAGA, RTF1, SAG, SAMSN1, SCAF4, SCAF8, SFN, SH2D3A, SH2D3C, SH3BP2, SHB, SHC1, SHC3, SHD, SHE, SHF, SNCA, SOCS3, SRC, STAP1, SYK, SYNGAP1, TBK1, TBL2, THRAP3, TOX3, TRPV1, UBASH3B, URI1, UXT, VAV1, VAV2, YES1, YWHAB, YWHAE, ZAP70]	TRUE
GO:0051443	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00	positive regulation of ubiquitin-protein transferase activity	[6, 8, 9, 10, 11]	[Group08]	3	8.823529	0.006565676273050302	0.08535379154965393	{Group08=0.0013179511424048062}	{Group08=0.011861560281643256}	[BTRC, DCUN1D2, DCUN1D5]	[ARRDC3, ARRDC4, AXIN1, BMI1, BTRC, CDC14B, CDC20, CDC20B, COMMD3-BMI1, DCUN1D1, DCUN1D2, DCUN1D3, DCUN1D4, DCUN1D5, FBXW7, FZR1, MAGEA2, MAGEC2, MASTL, PDZD2, PIN1, PINK1, PLK1, PTEN, RPS2, SKP1, STUB1, TOPORS, TRIB3, UBE2C, UBE2L3, UBE2N, UBE2S, ZNF367]	FALSE
