,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0039831,16892.60904,-0.122202661,0.214856552,-0.568763948,0.569516344,0.760375636
FBgn0039832,0.167436598,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0039833,4.719508567,-0.497788874,0.765989111,-0.649864164,NA,NA
FBgn0039835,1245.446196,1.226233706,0.390028715,3.143957504,0.001666796,0.011655305
FBgn0039836,578.8885745,1.156843867,0.403937832,2.863915619,0.004184395,0.025122432
FBgn0039838,1.797383634,-0.94750607,0.645430097,-1.468022757,NA,NA
FBgn0039839,9.530510021,1.002986803,0.878536864,1.14165591,0.253597074,0.48276632
FBgn0039840,4.706876307,-0.007910522,0.651071632,-0.012150002,0.990305939,NA
FBgn0039844,13849.60524,0.977873622,0.329499437,2.967755058,0.002999833,0.018964348
FBgn0039846,205.8823647,-1.075918007,0.524348734,-2.051913045,0.040178114,0.142479504
FBgn0039848,17.33612304,-0.576012942,0.887780307,-0.648823743,0.516452309,0.723436594
FBgn0039849,38.70833235,-0.012966637,0.753884252,-0.017199772,0.986277244,0.994964186
FBgn0039850,0.146032526,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0039851,0.151462434,0.163910183,0.627360644,0.26126947,0.793884709,NA
FBgn0039852,2.906764682,0.138312193,0.718247525,0.19256898,0.847296541,NA
FBgn0039854,39.68769572,0.018445965,0.55915455,0.032989028,0.973683337,0.989831334
FBgn0039855,146.7089968,0.761258305,0.507835099,1.499026567,0.13386674,0.324205896
FBgn0039856,117.5875301,0.230901527,0.605507193,0.381335729,0.702954145,0.850057547
FBgn0039857,6112.24424,-1.015055746,0.341555321,-2.971863363,0.002959984,0.018810658
FBgn0039858,42255.34584,-0.031589799,0.237509403,-0.133004412,0.894189891,0.95073162
FBgn0039859,96.4922089,0.090372835,0.621324458,0.145451919,0.884354075,0.945583119
FBgn0039860,571.1094931,-0.197641413,0.320154679,-0.617331016,0.537016413,0.738054034
FBgn0039861,351.3529405,-1.072235224,0.410066426,-2.614784229,0.008928384,0.046290898
FBgn0039862,7611.842105,0.391724079,0.27913974,1.403326089,0.160519622,0.365451937
FBgn0039863,2105.909537,-0.256699085,0.323609609,-0.793236906,0.427639809,0.651791517
FBgn0039864,0.657512684,-0.252593587,0.629113,-0.401507498,0.688046519,NA
FBgn0039867,438.9120344,0.452367852,0.409207826,1.105472142,0.268955059,0.500063304
FBgn0039868,509.1201066,-0.31205821,0.332357739,-0.938922652,0.347770458,0.580377347
FBgn0039869,535.4147404,0.016235005,0.383247964,0.042361622,0.966210422,0.987520889
FBgn0039870,952.3651642,-0.014092549,0.400598709,-0.035178718,0.971937232,0.989305741
FBgn0039872,1.228154893,0.3394068,0.642165827,0.528534508,0.597128403,NA
FBgn0039873,1.706160967,0.090566335,0.665786757,0.136029043,NA,NA
FBgn0039874,278.1358165,0.273493004,0.473039006,0.578161633,0.563154999,0.75605159
FBgn0039875,1565.331841,0.043719105,0.353286939,0.123749565,0.901513566,0.955181554
FBgn0039876,1917.131971,1.246679119,0.309099368,4.033263244,5.50E-05,0.00062774
FBgn0039877,102.6222993,-0.349513986,0.536051329,-0.652015893,0.51439092,0.722115678
FBgn0039879,48.27827394,-0.114550071,0.818643468,-0.13992669,0.888717913,0.947895733
FBgn0039881,70.11107632,-0.563680877,0.841142908,-0.670136872,0.502770542,0.714974133
FBgn0039882,2230.118617,-0.053830114,0.178029269,-0.302366653,0.762372572,0.886064846
FBgn0039883,14002.47969,-0.157576304,0.275685987,-0.57157894,0.567607267,0.759187457
FBgn0039886,64.50741151,0.601533845,0.730635574,0.823302158,0.410336187,0.635044098
FBgn0039887,1.379252619,-0.559203471,0.643638217,-0.86881645,NA,NA
FBgn0039889,12964.48555,0.62872026,0.319078876,1.9704227,0.048789946,0.162103131
FBgn0039890,10987.52107,0.322883596,0.24544898,1.315481514,0.188348126,0.404020288
FBgn0039896,1.801448102,0.551047392,0.70077667,0.786338096,0.43166944,NA
FBgn0039897,10.28078957,-0.056686469,0.887664987,-0.063860206,0.949081538,0.978585617
FBgn0039900,34666.17048,0.753933527,0.224341394,3.360652775,0.000777585,0.006142669
FBgn0039902,4397.930605,0.542093268,0.281594518,1.925084594,0.054218776,0.175247185
FBgn0039904,10209.29917,-0.184028587,0.238223953,-0.772502451,0.439816896,0.662209539
FBgn0039907,7684.929859,0.203342904,0.196066204,1.037113483,0.299682972,0.532653622
FBgn0039908,23816.87964,-0.179754717,0.250044113,-0.71889202,0.472207454,0.690383497
FBgn0039909,22038.87852,0.38372124,0.215759202,1.778469871,0.075326716,0.219212513
FBgn0039911,26572.6059,0.31192845,0.2346569,1.329295876,0.183750374,0.397875062
FBgn0039914,3440.777758,-0.415911275,0.245107496,-1.696852527,0.089724545,0.247502768
FBgn0039915,225.91316,0.946313838,0.594895637,1.590722438,0.111672055,0.288118342
FBgn0039916,586.9524784,1.631376492,0.42860005,3.806290954,0.000141066,0.001438135
FBgn0039920,4725.070081,-0.162429461,0.239553182,-0.67805178,0.497738863,0.711534552
FBgn0039923,16628.51996,-0.007136996,0.267231709,-0.026707144,0.978693315,0.992068213
FBgn0039924,11193.47279,0.744937154,0.246281328,3.024740694,0.002488464,0.016304803
FBgn0039925,1762.996873,-1.357463165,0.331127189,-4.099521908,4.14E-05,0.00048898
FBgn0039927,24580.52442,0.290971045,0.235904691,1.233426279,0.217416766,0.439781371
FBgn0039928,30767.51594,0.302879203,0.258283515,1.172661768,0.240931469,0.468397391
FBgn0039929,9335.671056,0.25243159,0.273539115,0.922835439,0.356092969,0.588128778
FBgn0039930,4.653798833,0.560149712,0.894865675,0.625959547,0.531341475,NA
FBgn0039932,59.60226114,0.774742858,0.674310962,1.148940031,0.25058071,0.479938706
FBgn0039936,13175.17409,-0.643255424,0.266306678,-2.415468616,0.015714977,0.071321251
FBgn0039937,6.220614746,-1.204737005,0.855126649,-1.408840442,0.158882354,NA
FBgn0039938,1714.480821,-0.512015964,0.571642416,-0.895692743,0.370416887,0.600416327
FBgn0039939,38.50886956,-0.494425748,0.897756085,-0.550735057,0.581815309,0.768008896
FBgn0039941,368.6198529,0.708024873,0.441277135,1.604490276,0.108606026,0.282679216
FBgn0039942,1896.011901,0.341049491,0.2736218,1.246426601,0.21260782,0.434210308
FBgn0039943,2852.3585,0.162282531,0.223051775,0.727555431,0.466885772,0.686043478
FBgn0039944,145.5816425,1.110769918,0.442703403,2.509061168,0.012105252,0.058455314
FBgn0039945,0,NA,NA,NA,NA,NA
FBgn0039946,604.273308,1.153235953,0.351490828,3.280984488,0.001034454,0.00778453
FBgn0039955,5941.251989,0.105842451,0.281344914,0.376201756,0.70676691,0.852933628
FBgn0039958,4357.707601,0.573972201,0.256488991,2.237804429,0.025233811,0.102084154
FBgn0039959,9995.040478,0.414668139,0.270082212,1.535340429,0.124700228,0.310388514
FBgn0039965,4044.392859,0.801247738,0.26899204,2.978704264,0.0028947,0.018480667
FBgn0039966,2470.135734,0.447668754,0.268477661,1.667433902,0.095428157,0.257946331
FBgn0039969,13277.87273,0.939137497,0.344844666,2.72336385,0.006462084,0.035559823
FBgn0039970,4678.276024,0.657494848,0.295220785,2.227129258,0.025938636,0.103980005
FBgn0039972,12.55542007,0.455616316,0.86410882,0.527267291,0.598007985,0.779922884
FBgn0039977,6464.592671,0.889770591,0.348880167,2.550361628,0.010761123,0.053584308
FBgn0039979,0,NA,NA,NA,NA,NA
FBgn0039987,0,NA,NA,NA,NA,NA
FBgn0039993,972.3657868,0.826834466,0.387318845,2.13476436,0.032780263,0.122862557
FBgn0039994,8244.980995,0.86966558,0.238767816,3.642306554,0.000270206,0.002485228
FBgn0040001,12.93106733,1.1570952,0.897579941,1.289127739,NA,NA
FBgn0040005,12445.59582,1.080676879,0.278501295,3.880329817,0.000104315,0.001096949
FBgn0040007,5720.233796,0.364998249,0.473669912,0.77057512,0.440958813,0.662656171
FBgn0040009,1464.575717,0.924855885,0.30033348,3.079429854,0.002073972,0.014020953
FBgn0040010,8183.177175,0.72445865,0.198763633,3.64482496,0.000267574,0.002479595
FBgn0040011,2757.504941,0.343409654,0.307696841,1.116064932,0.264394342,0.494909007
FBgn0040020,2606.982831,0.749022101,0.411297927,1.821118102,0.068588906,0.205215803
FBgn0040022,7321.946519,0.029256421,0.271125522,0.107907291,0.914069233,0.960120731
FBgn0040028,9.360611995,1.372287104,0.889910094,1.542051398,0.123061104,0.307602155
FBgn0040031,0.418914355,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0040038,1.201656103,-0.835511154,0.638533665,-1.30848411,0.190709161,NA
FBgn0040045,2.064611451,-0.028015558,0.786775586,-0.035608068,0.971594875,NA
FBgn0040056,18490.71961,-0.129266864,0.217196472,-0.595160976,0.551735873,0.747142328
FBgn0040060,12.04614881,-0.113744096,0.815318369,-0.139508811,NA,NA
FBgn0040063,1.395351617,-0.83002514,0.635155058,-1.306807101,NA,NA
FBgn0040064,186.5139563,-0.741346548,0.490492375,-1.511433378,0.130678071,0.319438948
FBgn0040066,723.6533447,-0.19523123,0.223751837,-0.872534649,0.382916775,0.610815801
FBgn0040068,2805.31396,-0.469967108,0.260587217,-1.803492569,0.071310891,0.211077623
FBgn0040069,4.205597874,-1.215781739,0.699487369,-1.738103921,NA,NA
FBgn0040070,2416.781143,0.718281031,0.391589589,1.834269986,0.066613927,0.201296688
FBgn0040071,9092.694472,-0.741762025,0.349085164,-2.124874105,0.033597119,0.124574311
FBgn0040074,0,NA,NA,NA,NA,NA
FBgn0040075,729.833857,0.351360821,0.298626582,1.176589234,0.239359497,0.466211233
FBgn0040076,0,NA,NA,NA,NA,NA
FBgn0040077,0,NA,NA,NA,NA,NA
FBgn0040078,655.8606571,-0.401602049,0.332770558,-1.206843694,0.227492345,0.452322596
FBgn0040079,1610.051779,-0.139275386,0.214086533,-0.650556501,0.515332817,0.722763791
FBgn0040080,2870.112178,-0.094764276,0.334089639,-0.283649251,0.77667919,0.891248572
FBgn0040087,515.8982969,-0.839195903,0.400641142,-2.094632363,0.036203686,0.131816804
FBgn0040089,3.042343062,-0.241426181,0.707430505,-0.341271941,NA,NA
FBgn0040091,215.1001123,-0.165823264,0.568080931,-0.291900775,0.770362491,0.888844499
FBgn0040092,174.4500187,-3.578328095,0.781804699,-4.577010217,4.72E-06,7.15E-05
FBgn0040093,118.4828453,-6.650558733,0.618636295,-10.7503533,5.90E-27,3.81E-25
FBgn0040096,0,NA,NA,NA,NA,NA
FBgn0040097,1.685492906,-0.212997405,0.643455307,-0.331021289,0.740628405,NA
FBgn0040098,0,NA,NA,NA,NA,NA
FBgn0040099,0.093648941,0.027008867,0.627360644,0.043051579,0.965660418,NA
FBgn0040102,10.62775996,-3.243776203,0.870229017,-3.727497175,0.000193391,0.001886193
FBgn0040104,9.713711499,-0.107956665,0.868785528,-0.124261583,0.901108164,0.955048432
FBgn0040106,0.044993318,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0040107,0,NA,NA,NA,NA,NA
FBgn0040153,1845.789507,0.696420927,0.212608628,3.275600489,0.001054376,0.007903739
FBgn0040206,1415.579761,-0.298355439,0.357750545,-0.833976199,0.404294396,0.62962964
FBgn0040207,2468.658357,-0.17300628,0.315531057,-0.548301906,0.583484619,0.768638049
FBgn0040208,979.7276127,0.302748435,0.302381001,1.001215137,0.31672281,0.551205825
FBgn0040211,10.13403751,0.857798454,0.8957683,0.957611979,0.338258457,0.571135487
FBgn0040212,2595.684158,0.45255004,0.378667023,1.195113417,0.232042721,0.457612248
FBgn0040227,3383.305476,-0.647893499,0.249138558,-2.600534837,0.009307857,0.047975835
FBgn0040228,1219.26046,0.059563905,0.387200339,0.153832264,0.877741994,0.941618432
FBgn0040230,4634.862392,0.179407866,0.305983435,0.586331955,0.557652461,0.751058836
FBgn0040232,2.54145253,-0.67046334,0.763845501,-0.877747318,NA,NA
FBgn0040233,0.221763743,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0040234,885.9064689,-1.61092644,0.356751447,-4.515542836,6.32E-06,9.21E-05
FBgn0040235,1945.537111,-0.18917904,0.26555014,-0.712404217,0.476214505,0.693971935
FBgn0040236,777.8740813,-0.455519905,0.329830112,-1.381074342,0.167256104,0.375492667
FBgn0040237,2944.89227,0.568427782,0.316346388,1.796852449,0.072359047,0.21300832
FBgn0040238,903.4496956,-1.510577993,0.325141268,-4.645912841,3.39E-06,5.25E-05
FBgn0040239,1559.982295,1.325254227,0.305085296,4.343881027,1.40E-05,0.000188302
FBgn0040250,1.844435475,-0.154326724,0.648983039,-0.237797777,NA,NA
FBgn0040251,12.01555585,1.222028069,0.862921631,1.416151856,0.156731048,0.35991221
FBgn0040252,3.828895837,0.682712192,0.81413899,0.838569582,0.401710886,NA
FBgn0040253,1.649706635,0.031204481,0.643778372,0.048470843,NA,NA
FBgn0040255,5.058646589,0.663256639,0.655493537,1.01184314,NA,NA
FBgn0040256,2.596784494,-1.031381865,0.651098853,-1.584063402,0.113179292,NA
FBgn0040257,1.557517488,0.657021832,0.645405566,1.017998396,0.308678718,NA
FBgn0040259,4.285126592,0.626906581,0.779200098,0.804551466,NA,NA
FBgn0040260,3.18655769,-0.161196141,0.660808101,-0.243937901,NA,NA
FBgn0040261,0.499995612,-0.006096654,0.632867253,-0.009633385,0.99231379,NA
FBgn0040262,1.309640593,-0.800048996,0.641843548,-1.246486,NA,NA
FBgn0040268,300.9360804,-0.448047397,0.363361229,-1.233063302,0.217552148,0.439781371
FBgn0040271,865.6508211,-0.32683079,0.778826722,-0.419645065,0.674744762,0.830567237
FBgn0040273,4068.375752,0.281804949,0.355078389,0.793641509,0.42740416,0.651670229
FBgn0040279,0.205764776,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0040281,24899.72831,0.254729701,0.24279867,1.049139605,0.29411387,0.525996149
FBgn0040283,4698.246383,0.916865971,0.223862259,4.095670151,4.21E-05,0.000496576
FBgn0040284,8593.668192,0.203814504,0.164861357,1.236278219,0.216355164,0.439011055
FBgn0040285,5648.993403,-0.06782886,0.170678466,-0.397407253,0.691067168,0.841440046
FBgn0040290,11.80583189,-0.501438652,0.808077733,-0.620532693,0.534907137,0.737028826
FBgn0040291,0,NA,NA,NA,NA,NA
FBgn0040294,302.833445,-0.005369236,0.480601825,-0.0111719,0.991086299,0.99637448
FBgn0040296,0.878910112,-0.694155363,0.637280582,-1.089246061,NA,NA
FBgn0040297,14113.28103,0.539059819,0.263728595,2.043994583,0.040954082,0.144289946
FBgn0040298,1321.496384,0.116424538,0.29134806,0.399606362,0.68944647,0.840439152
FBgn0040299,22.19824046,-1.373803321,0.844595519,-1.626581352,0.103826042,0.273694943
FBgn0040305,465.6209264,0.361490835,0.435228932,0.830576298,0.406213029,0.630982067
FBgn0040308,320.7804636,0.604802906,0.423220399,1.429049515,0.152990002,0.354052132
FBgn0040309,1856.15193,1.48067059,0.292274329,5.066030252,4.06E-07,7.49E-06
FBgn0040318,3.745957635,1.044104375,0.650880948,1.604140325,NA,NA
FBgn0040319,1868.003424,0.139007026,0.358411288,0.38784221,0.698132806,0.846539602
FBgn0040321,25.49968031,-1.63693237,0.890986774,-1.837212871,0.066178476,0.200481246
FBgn0040322,8.052423495,-0.228896377,0.855887385,-0.267437493,0.789132335,0.899040897
FBgn0040323,424.1557596,-0.540696274,0.40345232,-1.340173914,0.18018881,0.392958484
FBgn0040324,8237.671511,-0.094452435,0.295726694,-0.319390967,0.74943006,0.877976307
FBgn0040333,11.07304148,1.329985084,0.877792224,1.515147945,0.129734942,0.318096941
FBgn0040334,606.3482179,-0.254971451,0.294804268,-0.864883851,0.387102542,0.614403166
FBgn0040336,146.298894,-1.023135982,0.471727827,-2.168911655,0.030089392,0.115704136
FBgn0040337,516.1141131,-0.489259542,0.241092631,-2.029342581,0.042423409,0.147635903
FBgn0040338,6.741086412,0.372084114,0.772251581,0.481817226,0.629935791,0.801909587
FBgn0040339,795.5119344,0.129956035,0.436281299,0.297872118,0.765800769,0.888137318
FBgn0040340,1116.152249,0.164033825,0.3878965,0.422880394,0.672382528,0.829574743
FBgn0040341,39.60184952,-0.802499714,0.897753294,-0.893897822,0.371376563,0.601368001
FBgn0040342,18.69387614,-0.7153299,0.819803451,-0.872562684,0.382901487,0.610815801
FBgn0040343,95.27937556,-0.269927673,0.491500874,-0.549190626,0.582874637,0.768569211
FBgn0040344,5675.587421,0.058072753,0.345910474,0.167883767,0.866674721,0.937463597
FBgn0040345,13.84134389,0.0871634,0.888289247,0.098125019,0.921833021,0.964558428
FBgn0040346,813.9435246,0.214979281,0.290626188,0.739710631,0.459475596,0.679600053
FBgn0040347,103.3735059,-0.342060766,0.561688845,-0.608986219,0.542533573,0.740432082
FBgn0040348,4807.445392,-1.213856202,0.358421977,-3.386667893,0.00070747,0.005709145
FBgn0040349,0.485915928,0.573629438,0.632564589,0.90683141,0.364495957,NA
FBgn0040350,9.290027815,-0.328678433,0.804390914,-0.408605353,0.682829302,0.836584666
FBgn0040351,8462.529126,-1.208080482,0.207590619,-5.819533125,5.90E-09,1.41E-07
FBgn0040352,22.29508089,1.967109885,0.895825877,2.195861869,0.028101832,0.110096066
FBgn0040353,11.46549241,2.46762728,0.896882248,2.751339192,0.005935215,0.033226913
FBgn0040354,34.95868313,1.429161656,0.771803245,1.851717603,0.064066385,0.196107123
FBgn0040355,23.48910686,-0.744790641,0.762457169,-0.976829482,0.328653578,0.56257516
FBgn0040356,1.741635166,-0.019242916,0.646325193,-0.029772808,NA,NA
FBgn0040357,1.560108442,-0.493175918,0.643054687,-0.766926869,0.443124997,NA
FBgn0040358,0.610393659,-0.344365498,0.632964608,-0.544051742,0.586405867,NA
FBgn0040359,2.619171343,-0.213782701,0.703774366,-0.303765966,NA,NA
FBgn0040360,4.910225183,0.354584503,0.853446786,0.415473476,0.677795328,NA
FBgn0040361,7.505319925,-1.035932879,0.751346328,-1.378768806,NA,NA
FBgn0040362,0.12244328,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0040363,1.755411203,-0.149610596,0.668490791,-0.223803526,0.822910186,NA
FBgn0040364,5.765037349,-0.778937985,0.84533187,-0.921458202,0.356811254,NA
FBgn0040365,2.472376493,0.079107166,0.738354099,0.107139875,0.914678013,NA
FBgn0040366,727.1294869,-0.292240682,0.402622885,-0.725842204,0.467935511,0.687076322
FBgn0040367,22.35834811,-1.659749873,0.851358549,-1.949530988,0.051232046,0.167969656
FBgn0040368,0.941257379,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0040370,1088.20119,1.354856502,0.390423574,3.470222066,0.000520028,0.004383354
FBgn0040371,23.76867515,-0.473692863,0.887526109,-0.533722736,0.593533377,0.775339999
FBgn0040372,5339.289016,0.001022768,0.237421121,0.00430782,0.996562867,0.998851458
FBgn0040373,12.91578038,-1.009687581,0.878117554,-1.149831906,0.250213111,0.479579256
FBgn0040375,4381.985785,0.354155079,0.25865771,1.369203641,0.170935628,0.380278954
FBgn0040376,7.05775846,-1.567578538,0.896974616,-1.74762865,0.080528351,0.229387376
FBgn0040377,19.31104473,-1.262974001,0.882900568,-1.430482714,0.152578524,0.353522249
FBgn0040382,5821.641355,-0.361692162,0.213576967,-1.69349798,0.090360719,0.248832404
FBgn0040383,49.71946423,-0.018826027,0.632476133,-0.029765593,0.976253999,0.991092241
FBgn0040384,5836.154819,0.712027489,0.233287072,3.052151504,0.002272074,0.015170642
FBgn0040385,17.14926365,-2.548860126,0.825777729,-3.086617668,0.002024478,0.013759347
FBgn0040388,83.85504801,-0.94229729,0.75864971,-1.24207164,0.214210131,0.436395692
FBgn0040389,1921.691063,0.67655626,0.412399404,1.640536464,0.100893673,0.268535035
FBgn0040391,3.458766057,-0.145094351,0.701781404,-0.20675149,NA,NA
FBgn0040392,9.610645876,1.048963249,0.863655578,1.214562002,0.224533189,0.448646335
FBgn0040393,14.02319473,0.606346106,0.897703774,0.675441191,0.499395503,0.713049777
FBgn0040394,948.9292002,0.365587625,0.211641897,1.727387768,0.084098046,0.236015524
FBgn0040395,28091.31837,0.325112216,0.348078165,0.934020713,0.350293209,0.582346993
FBgn0040396,147.3877103,1.009644171,0.521632719,1.935546095,0.052923318,0.172231967
FBgn0040397,602.2576729,2.840218572,0.441520309,6.432815241,1.25E-10,3.53E-09
FBgn0040398,3.691584451,-0.885456628,0.849842943,-1.041906195,0.297455171,NA
FBgn0040465,4000.334557,0.679091949,0.215956921,3.144571357,0.001663303,0.011647935
FBgn0040466,1048.877513,0.488795974,0.388244228,1.258990964,0.208033596,0.429687647
FBgn0040467,108.2582694,0.445130403,0.475853062,0.935436669,0.349563307,0.581777143
FBgn0040475,651.3966437,0.497835272,0.342954274,1.451608304,0.146610549,0.344287548
FBgn0040477,50.82009815,0.910983531,0.609102667,1.495615731,0.134753821,0.325053739
FBgn0040487,0,NA,NA,NA,NA,NA
FBgn0040491,4.085036356,-0.898661143,0.676905764,-1.327601552,NA,NA
FBgn0040493,303.5134619,0.539407742,0.32044697,1.683297995,0.092317418,0.252201404
FBgn0040496,7.225914442,0.423589458,0.828028078,0.511564123,0.6089561,0.78891286
FBgn0040502,0.083321496,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0040503,0.136728237,0.163910183,0.627360644,0.26126947,0.793884709,NA
FBgn0040505,10871.71452,0.435809978,0.265208855,1.643270842,0.100326908,0.267656032
FBgn0040506,7.252632934,-1.470938578,0.773810202,-1.900903572,NA,NA
FBgn0040507,12.07291759,-1.046256248,0.896624001,-1.166884053,0.243257197,0.470906646
FBgn0040508,115.5849924,-0.287317625,0.68102193,-0.421891883,0.673103935,0.829909644
FBgn0040509,36.53581207,1.554329774,0.897741179,1.731378499,0.083384279,0.235307908
FBgn0040510,2.884803911,-0.234153617,0.688298381,-0.340192021,0.733711927,NA
FBgn0040512,5516.103158,0.839580563,0.336375928,2.495959109,0.012561708,0.059655248
FBgn0040513,0.044313363,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0040514,5.836032466,0.004799273,0.864579757,0.00555099,0.995570974,NA
FBgn0040519,0.786341753,-0.29629926,0.631534407,-0.469173582,0.638945567,NA
FBgn0040524,27.2798847,-1.08625756,0.841905566,-1.290236821,0.196968445,0.41533625
FBgn0040528,61.90860542,-1.633966538,0.787808877,-2.074064645,0.038073308,0.13697622
FBgn0040529,31943.20941,0.213251149,0.417364934,0.510946492,0.609388525,0.788922319
FBgn0040531,0.21904879,-0.520596398,0.627360644,-0.829819982,0.406640572,NA
FBgn0040532,158.5232675,0.770749376,0.631012154,1.221449335,0.221915937,0.445072656
FBgn0040534,955.2703914,0.504043425,0.523321278,0.96316249,0.335465986,0.568004908
FBgn0040551,3.293023589,-0.097716913,0.764936543,-0.127745124,0.898350679,NA
FBgn0040553,0.055348718,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0040554,102.5655708,-2.677730577,0.563427228,-4.752575744,2.01E-06,3.28E-05
FBgn0040565,0,NA,NA,NA,NA,NA
FBgn0040569,0,NA,NA,NA,NA,NA
FBgn0040571,45970.96278,-9.093963119,0.520768048,-17.46259807,2.76E-68,6.68E-66
FBgn0040575,338.9692338,0.091430661,0.516511514,0.177015727,0.859496037,0.933313052
FBgn0040582,3.142701552,0.669038395,0.702943386,0.951767109,0.341215106,NA
FBgn0040588,265.1566685,0.157853806,0.479821236,0.328984618,0.742167315,0.874557455
FBgn0040600,14.29913821,-0.381191459,0.894537582,-0.426132413,0.670011363,0.828214428
FBgn0040601,173.9148913,1.943688888,0.679538928,2.860305432,0.004232332,0.025333827
FBgn0040602,7.087756738,0.330407218,0.791826527,0.417272226,0.676479301,0.831645345
FBgn0040606,0.863649576,-0.09623382,0.633706809,-0.151858586,0.879298473,NA
FBgn0040607,0,NA,NA,NA,NA,NA
FBgn0040608,0.612912923,0.456241794,0.635861908,0.717517103,0.473055087,NA
FBgn0040609,90.13795777,0.128974836,0.685364595,0.18818427,0.850732203,0.928785518
FBgn0040623,0,NA,NA,NA,NA,NA
FBgn0040628,7.45780773,1.079470832,0.864230413,1.249054437,0.211645164,0.433155003
FBgn0040629,1.377103296,0.388415167,0.646424952,0.600866606,0.547928837,NA
FBgn0040634,461.6203753,1.454117201,0.45925869,3.166226862,0.001544303,0.010981332
FBgn0040636,184.3079945,-1.200746266,0.477862347,-2.51274509,0.011979586,0.058041454
FBgn0040637,0.077382678,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0040648,0.671721762,-0.127492293,0.629997791,-0.202369429,0.839627926,NA
FBgn0040649,71.5258878,0.974388545,0.535917963,1.818167355,0.069038558,0.20617898
FBgn0040650,3572.011869,0.439903831,0.407367761,1.079869034,0.280200504,0.512484924
FBgn0040651,0.341263755,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0040653,0,NA,NA,NA,NA,NA
FBgn0040658,0,NA,NA,NA,NA,NA
FBgn0040660,2628.141823,-0.032852121,0.391690389,-0.083872675,0.933157666,0.969902105
FBgn0040666,1186.13321,0.273464328,0.481420305,0.568036548,0.570010152,0.760375636
FBgn0040670,60.18432871,2.274479485,0.698934446,3.254210031,0.001137082,0.008438802
FBgn0040674,7.501899555,-1.517057354,0.86387283,-1.756111897,0.079069304,0.226296161
FBgn0040679,1.843346895,-0.568383586,0.64797082,-0.877174664,NA,NA
FBgn0040682,22.12383687,0.851644125,0.877374815,0.970673092,0.331711096,0.565105006
FBgn0040684,37.53663686,1.855242837,0.814128772,2.278807603,0.022678505,0.094262408
FBgn0040687,0,NA,NA,NA,NA,NA
FBgn0040688,0.073016263,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0040694,0.136728237,0.163910183,0.627360644,0.26126947,0.793884709,NA
FBgn0040696,20.14621875,0.587151222,0.893706512,0.656984383,0.511190958,0.719572042
FBgn0040697,19201.27756,-0.453069524,0.38149302,-1.187622053,0.234982345,0.460875661
FBgn0040699,0,NA,NA,NA,NA,NA
FBgn0040705,0.246762836,0.163910183,0.627360644,0.26126947,0.793884709,NA
FBgn0040715,0,NA,NA,NA,NA,NA
FBgn0040717,7.905243444,-0.166947232,0.897088973,-0.186098857,0.852367239,0.929323056
FBgn0040718,1.487895078,0.249199875,0.741706195,0.335981925,0.736884497,NA
FBgn0040719,0,NA,NA,NA,NA,NA
FBgn0040723,0.280823573,0.399755285,0.628178437,0.636372186,0.524533865,NA
FBgn0040725,9.672009509,0.865074706,0.840101109,1.029726895,0.303138227,0.536138372
FBgn0040726,1858.962309,-1.302962894,0.408208181,-3.191907838,0.001413364,0.010177273
FBgn0040729,1.060080059,-0.837124762,0.636960575,-1.314248942,0.188762443,NA
FBgn0040730,0,NA,NA,NA,NA,NA
FBgn0040732,0.623464816,-0.383695082,0.627360644,-0.611602091,0.540801054,NA
FBgn0040733,0,NA,NA,NA,NA,NA
FBgn0040734,4.163595958,-0.448659202,0.68507129,-0.654908779,0.512526487,NA
FBgn0040735,0.333285983,-0.10989245,0.627360644,-0.175166311,0.860948955,NA
FBgn0040736,1.63133467,-0.80316432,0.645125905,-1.244972978,NA,NA
FBgn0040737,4.262396362,-2.062638372,0.897371177,-2.298534235,0.021531402,NA
FBgn0040743,0.861803432,-0.527626737,0.62796787,-0.840212951,NA,NA
FBgn0040747,0.335324937,-0.10989245,0.627360644,-0.175166311,NA,NA
FBgn0040751,398.1488667,0.21719483,0.494725565,0.439020833,0.660646441,0.822078897
FBgn0040752,10319.50908,0.542561965,0.28903651,1.877139898,0.060498922,0.188888479
FBgn0040754,333.2254862,-0.132986595,0.479409823,-0.277396474,0.781475689,0.894209835
FBgn0040755,1.11898933,0.100281736,0.639185857,0.156889791,NA,NA
FBgn0040759,4.602678969,0.754601964,0.811736962,0.929613901,0.352571027,NA
